name,team_country,team_confederation,position,club,club_country,birth_date,birth_city,birth_country,birth_lat,birth_lon,caps,goals,is_foreign_born,birth_country_known
Matěj Kovář,Czech Republic,UEFA,Goalkeeper,PSV Eindhoven,Netherlands,2000-05-17,Uherské Hradiště,Czech Republic,49.069757549526,17.459691353499,20,0,false,true
David Zima,Czech Republic,UEFA,Defender,Slavia Prague,Czech Republic,2000-11-08,Olomouc,Czech Republic,49.593888888889,17.250833333333,25,1,false,true
Tomáš Holeš,Czech Republic,UEFA,Defender,Slavia Prague,Czech Republic,1993-03-31,Polička,Czech Republic,49.714679390589,16.265478874053,41,2,false,true
Robin Hranáč,Czech Republic,UEFA,Defender,TSG Hoffenheim,Germany,2000-01-29,Plzeň,Czech Republic,49.741388888889,13.3825,14,1,false,true
Vladimír Coufal,Czech Republic,UEFA,Defender,TSG Hoffenheim,Germany,1992-08-22,Prague,Czech Republic,50.0875,14.421388888888888,62,2,false,true
Štěpán Chaloupek,Czech Republic,UEFA,Defender,Slavia Prague,Czech Republic,2003-03-08,Meziboří,Czech Republic,50.621246387357,13.598802095006,5,0,false,true
Ladislav Krejčí,Czech Republic,UEFA,Defender,Wolverhampton Wanderers,England,1999-04-20,Rosice,Czech Republic,49.1823520088,16.387885945617,27,5,false,true
Vladimír Darida,Czech Republic,UEFA,Midfielder,Hradec Králové,Czech Republic,1990-08-08,Plzeň,Czech Republic,49.741388888889,13.3825,79,8,false,true
Adam Hložek,Czech Republic,UEFA,Forward,TSG Hoffenheim,Germany,2002-07-25,Ivančice,Czech Republic,49.101477851144,16.377529198529,43,5,false,true
Patrik Schick,Czech Republic,UEFA,Forward,Bayer Leverkusen,Germany,1996-01-24,Prague,Czech Republic,50.0875,14.421388888888888,53,26,false,true
Jan Kuchta,Czech Republic,UEFA,Forward,Sparta Prague,Czech Republic,1997-01-08,Liberec,Austria–Hungary,50.766666666666666,15.05,31,3,true,true
Lukáš Červ,Czech Republic,UEFA,Midfielder,Viktoria Plzeň,Czech Republic,2001-04-10,Prague,Czech Republic,50.0875,14.421388888888888,17,2,false,true
Mojmír Chytil,Czech Republic,UEFA,Forward,Slavia Prague,Czech Republic,1999-04-29,Skalka,Czech Republic,49.403099721183,17.169833127602,22,6,false,true
David Jurásek,Czech Republic,UEFA,Defender,Slavia Prague,Czech Republic,2000-08-07,Uherské Hradiště,Czech Republic,49.069757549526,17.459691353499,18,1,false,true
Pavel Šulc,Czech Republic,UEFA,Forward,Lyon,France,2000-12-29,Karlovy Vary,Czech Republic,50.230555555556,12.8725,21,5,false,true
Jindřich Staněk,Czech Republic,UEFA,Goalkeeper,Slavia Prague,Czech Republic,1996-04-27,Strakonice,Czech Republic,49.261497897079,13.902396874574,14,0,false,true
Lukáš Provod,Czech Republic,UEFA,Midfielder,Slavia Prague,Czech Republic,1996-10-23,Plzeň,Czech Republic,49.741388888889,13.3825,38,3,false,true
Michal Sadílek,Czech Republic,UEFA,Midfielder,Slavia Prague,Czech Republic,1999-05-31,Uherské Hradiště,Czech Republic,49.069757549526,17.459691353499,35,1,false,true
Tomáš Chorý,Czech Republic,UEFA,Forward,Slavia Prague,Czech Republic,1995-01-26,Olomouc,Czech Republic,49.593888888889,17.250833333333,22,7,false,true
Jaroslav Zelený,Czech Republic,UEFA,Defender,Sparta Prague,Czech Republic,1992-08-20,Hradec Králové,Czech Republic,50.209166666667,15.831944444444,23,0,false,true
David Douděra,Czech Republic,UEFA,Defender,Slavia Prague,Czech Republic,1998-05-31,Brandýs nad Labem-Stará Boleslav,Czech Republic,50.187160680032,14.663332953497,17,2,false,true
Tomáš Souček,Czech Republic,UEFA,Midfielder,West Ham United,England,1995-02-27,Havlíčkův Brod,Czech Republic,49.607899638305,15.580727658514,90,17,false,true
Lukáš Horníček,Czech Republic,UEFA,Goalkeeper,Braga,Portugal,2002-07-13,Vysoké Mýto,Czech Republic,49.953240035812,16.161752006464,1,0,false,true
Alexandr Sojka,Czech Republic,UEFA,Midfielder,Viktoria Plzeň,Czech Republic,2003-04-02,Klatovy,Czech Republic,49.395625338265,13.29508891337,2,0,false,true
Hugo Sochůrek,Czech Republic,UEFA,Midfielder,Sparta Prague,Czech Republic,2008-06-07,Tábor,Czech Republic,49.414485338494,14.657835974031,1,0,false,true
Denis Višinský,Czech Republic,UEFA,Forward,Viktoria Plzeň,Czech Republic,2003-03-21,Mělník,Czech Republic,50.35057067972,14.474193495734,2,1,false,true
Raúl Rangel,Mexico,CONCACAF,Goalkeeper,Guadalajara,Mexico,2000-02-25,Zapotlán el Grande Municipality,Mexico,19.7,-103.51666666666667,14,0,false,true
Jorge Sánchez,Mexico,CONCACAF,Defender,PAOK,Greece,1997-12-10,Torreón,Mexico,25.54389,-103.41898,59,3,false,true
César Montes,Mexico,CONCACAF,Defender,Lokomotiv Moscow,Russia,1997-02-24,Hermosillo,Mexico,29.075,-110.95833333333333,67,4,false,true
Edson Álvarez,Mexico,CONCACAF,Defender,Fenerbahçe,Turkey,1997-10-24,Tlalnepantla de Baz Municipality,Mexico,19.54,-99.16666666666667,98,7,false,true
Johan Vásquez,Mexico,CONCACAF,Defender,Genoa,Italy,1998-10-22,Navojoa,Mexico,27.081666666666667,-109.44555555555556,46,3,false,true
Érik Lira,Mexico,CONCACAF,Midfielder,Cruz Azul,Mexico,2000-05-08,Cuauhtémoc,Mexico,19.443055555556,-99.144722222222,25,0,false,true
Luis Romo,Mexico,CONCACAF,Midfielder,Guadalajara,Mexico,1995-06-05,Ahome Municipality,Mexico,25.833333333333332,-109.05,63,4,false,true
Álvaro Fidalgo,Mexico,CONCACAF,Midfielder,Real Betis,Spain,1997-04-09,Siero,Spain,43.391469,-5.660866,4,0,true,true
Raúl Jiménez,Mexico,CONCACAF,Forward,Fulham,England,1991-05-05,Tepeji del Río de Ocampo Municipality,Mexico,19.905277777778,-99.341666666667,124,44,false,true
Alexis Vega,Mexico,CONCACAF,Forward,Toluca,Mexico,1997-11-25,Cuauhtémoc,Mexico,19.443055555556,-99.144722222222,52,7,false,true
Santiago Giménez,Mexico,CONCACAF,Forward,Milan,Italy,2001-04-18,Buenos Aires,Argentina,-34.599722222222,-58.381944444444,47,6,true,true
Carlos Acevedo,Mexico,CONCACAF,Goalkeeper,Santos Laguna,Mexico,1996-04-19,Torreón,Mexico,25.54389,-103.41898,7,0,false,true
Guillermo Ochoa,Mexico,CONCACAF,Goalkeeper,AEL Limassol,Cyprus,1985-07-13,Guadalajara,Mexico,20.676388888888887,-103.34222222222222,152,0,false,true
Armando González,Mexico,CONCACAF,Forward,Guadalajara,Mexico,2003-04-20,Celaya,Mexico,20.528888888889,-100.815,7,1,false,true
Israel Reyes,Mexico,CONCACAF,Defender,América,Mexico,2000-05-23,Autlán de Navarro Municipality,Mexico,19.75,-104.3,34,2,false,true
Julián Quiñones,Mexico,CONCACAF,Forward,Al-Qadsiah,Saudi Arabia,1997-03-24,Magüí Payán,Colombia,1.7658333333333,-78.182777777778,22,2,true,true
Orbelín Pineda,Mexico,CONCACAF,Midfielder,AEK Athens,Greece,1996-03-24,Coyuca de Catalán Municipality,Mexico,18.0888,-100.9149,92,12,false,true
Obed Vargas,Mexico,CONCACAF,Midfielder,Atlético Madrid,Spain,2005-08-05,Anchorage,United States,61.21666666666667,-149.8936111111111,6,0,true,true
Gilberto Mora,Mexico,CONCACAF,Midfielder,Tijuana,Mexico,2008-10-14,Tuxtla Gutiérrez,Mexico,16.753055555556,-93.115555555556,8,0,false,true
Mateo Chávez,Mexico,CONCACAF,Defender,AZ,Netherlands,2004-05-12,Monterrey,Mexico,25.684444444444445,-100.31805555555556,10,0,false,true
César Huerta,Mexico,CONCACAF,Forward,Anderlecht,Belgium,2000-12-03,Guadalajara,Mexico,20.676388888888887,-103.34222222222222,26,3,false,true
Guillermo Martínez,Mexico,CONCACAF,Forward,Pumas UNAM,Mexico,1995-03-15,Celaya,Mexico,20.528888888889,-100.815,12,3,false,true
Jesús Gallardo,Mexico,CONCACAF,Defender,Toluca,Mexico,1994-08-15,Heroica Cárdenas,Mexico,17.98943,-93.37685555555555,121,3,false,true
Luis Chávez,Mexico,CONCACAF,Midfielder,Dynamo Moscow,Russia,1996-01-15,Cihuatlán,Mexico,19.238343333333333,-104.56299777777778,45,5,false,true
Roberto Alvarado,Mexico,CONCACAF,Forward,Guadalajara,Mexico,1998-09-07,Salamanca,Mexico,20.569027777777777,-101.19961111111111,67,5,false,true
Brian Gutiérrez,Mexico,CONCACAF,Midfielder,Guadalajara,Mexico,2003-06-17,Berwyn,United States,41.8433349,-87.7909259,7,2,true,true
Ronwen Williams,South Africa,CAF,Goalkeeper,Mamelodi Sundowns,South Africa,1992-01-21,Gqeberha,South Africa,-33.958055555556,25.6,62,0,false,true
Thabang Matuludi,South Africa,CAF,Defender,Polokwane City,South Africa,1999-01-14,Dennilton,South Africa,-25.256,29.164,3,0,false,true
Khulumani Ndamane,South Africa,CAF,Defender,Mamelodi Sundowns,South Africa,2004-02-05,Ladysmith,South Africa,-28.553888888889,29.7825,5,0,false,true
Teboho Mokoena,South Africa,CAF,Midfielder,Mamelodi Sundowns,South Africa,1997-01-24,Bethlehem,South Africa,-28.233333333333,28.3,51,9,false,true
Thalente Mbatha,South Africa,CAF,Midfielder,Orlando Pirates,South Africa,2000-03-06,KwaMashu,South Africa,-29.75,30.983333333333,15,3,false,true
Aubrey Modiba,South Africa,CAF,Defender,Mamelodi Sundowns,South Africa,1995-07-22,Polokwane,South Africa,-23.9,29.45,44,3,false,true
Oswin Appollis,South Africa,CAF,Forward,Orlando Pirates,South Africa,2001-08-25,Bishop Lavis,South Africa,-33.9486,18.5758,26,8,false,true
Tshepang Moremi,South Africa,CAF,Forward,Orlando Pirates,South Africa,2000-10-02,Sharpeville,South Africa,-26.666667,27.866667,10,1,false,true
Lyle Foster,South Africa,CAF,Forward,Burnley,England,2000-09-03,Soweto,South Africa,-26.267777777777777,27.85861111111111,27,10,false,true
Relebohile Mofokeng,South Africa,CAF,Forward,Orlando Pirates,South Africa,2004-10-23,Sharpeville,South Africa,-26.666667,27.866667,13,0,false,true
Themba Zwane,South Africa,CAF,Midfielder,Mamelodi Sundowns,South Africa,1989-08-03,Thembisa,South Africa,-26.0055,28.2102,54,12,false,true
Thapelo Maseko,South Africa,CAF,Forward,AEL Limassol,Cyprus,2003-11-11,Sebokeng,South Africa,-26.576944444444,27.840555555556,10,1,false,true
Sphephelo Sithole,South Africa,CAF,Midfielder,Tondela,Portugal,1999-03-03,Durban,South Africa,-29.858333333333,31.025,28,1,false,true
Mbekezeli Mbokazi,South Africa,CAF,Defender,Chicago Fire FC,United States,2005-09-19,Hluhluwe,South Africa,-28.018888888889,32.2675,10,1,false,true
Iqraam Rayners,South Africa,CAF,Forward,Mamelodi Sundowns,South Africa,1995-12-19,Cape Town,South Africa,-33.92527777777778,18.42388888888889,14,4,false,true
Sipho Chaine,South Africa,CAF,Goalkeeper,Orlando Pirates,South Africa,1996-12-14,Bloemfontein,South Africa,-29.1,26.216666666667,4,0,false,true
Evidence Makgopa,South Africa,CAF,Forward,Orlando Pirates,South Africa,2000-06-05,Fetakgomo Local Municipality,South Africa,-24.4167,29.9167,26,6,false,true
Samukele Kabini,South Africa,CAF,Defender,Molde,Norway,2004-03-15,South Africa,South Africa,-29.0,24.0,6,0,false,true
Nkosinathi Sibisi,South Africa,CAF,Defender,Orlando Pirates,South Africa,1995-09-22,Durban,South Africa,-29.858333333333,31.025,20,0,false,true
Khuliso Mudau,South Africa,CAF,Defender,Mamelodi Sundowns,South Africa,1995-04-26,Musina,South Africa,-22.338055555556,30.041666666667,32,1,false,true
Ime Okon,South Africa,CAF,Defender,Hannover 96,Germany,2004-02-20,South Africa,South Africa,-29.0,24.0,8,1,false,true
Ricardo Goss,South Africa,CAF,Goalkeeper,Siwelele,South Africa,1994-04-02,Durban,South Africa,-29.858333333333,31.025,5,0,false,true
Jayden Adams,South Africa,CAF,Midfielder,Mamelodi Sundowns,South Africa,2001-05-05,Cape Town,South Africa,-33.92527777777778,18.42388888888889,5,0,false,true
Olwethu Makhanya,South Africa,CAF,Defender,Philadelphia Union,United States,2004-04-30,Durban,South Africa,-29.858333333333,31.025,1,0,false,true
Kamogelo Sebelebele,South Africa,CAF,Forward,Orlando Pirates,South Africa,2002-07-21,Thembisa,South Africa,-26.0055,28.2102,3,0,false,true
Bradley Cross,South Africa,CAF,Defender,Kaizer Chiefs,South Africa,2001-01-30,Kempton Park,South Africa,-26.1,28.2333,1,0,false,true
Kim Seung-gyu,South Korea,AFC,Goalkeeper,FC Tokyo,Japan,1990-09-30,Ulsan,South Korea,35.55,129.31666666667,87,0,false,true
Lee Han-beom,South Korea,AFC,Defender,Midtjylland,Denmark,2002-06-17,South Korea,South Korea,36.0,128.0,8,0,false,true
Lee Gi-hyuk,South Korea,AFC,Midfielder,Gangwon FC,South Korea,2000-07-07,Seoul,South Korea,37.56,126.99,3,0,false,true
Kim Min-jae,South Korea,AFC,Defender,Bayern Munich,Germany,1996-11-15,Tongyeong,South Korea,34.845833333333,128.42361111111,79,4,false,true
Kim Tae-hyeon,South Korea,AFC,Defender,Kashima Antlers,Japan,2000-09-17,South Korea,South Korea,36.0,128.0,7,0,false,true
Hwang In-beom,South Korea,AFC,Midfielder,Feyenoord,Netherlands,1996-09-20,Daejeon,South Korea,36.35,127.385,73,6,false,true
Son Heung-min,South Korea,AFC,Forward,Los Angeles FC,United States,1992-07-08,Chuncheon,South Korea,37.874722222222,127.73416666667,144,56,false,true
Paik Seung-ho,South Korea,AFC,Midfielder,Birmingham City,England,1997-03-17,Suwon,South Korea,37.285833333333,127.01,27,3,false,true
Cho Gue-sung,South Korea,AFC,Forward,Midtjylland,Denmark,1998-01-25,Ansan,South Korea,37.323611111111,126.82194444444,44,12,false,true
Lee Jae-sung,South Korea,AFC,Midfielder,Mainz 05,Germany,1992-08-10,Ulsan,South Korea,35.55,129.31666666667,105,15,false,true
Hwang Hee-chan,South Korea,AFC,Midfielder,Wolverhampton Wanderers,England,1996-01-26,Chuncheon,South Korea,37.874722222222,127.73416666667,79,17,false,true
Song Bum-keun,South Korea,AFC,Goalkeeper,Jeonbuk Hyundai Motors,South Korea,1997-10-15,Seongnam,South Korea,37.438611111111,127.13777777778,3,0,false,true
Lee Tae-seok,South Korea,AFC,Defender,Austria Wien,Austria,2002-07-28,South Korea,South Korea,36.0,128.0,15,1,false,true
Cho Wi-je,South Korea,AFC,Defender,Jeonbuk Hyundai Motors,South Korea,2001-08-25,"","",,,1,0,false,false
Kim Moon-hwan,South Korea,AFC,Defender,Daejeon Hana Citizen,South Korea,1995-08-01,Hwaseong,South Korea,37.2,126.76666666667,35,0,false,true
Park Jin-seob,South Korea,AFC,Defender,Zhejiang,"",1995-10-23,South Korea,South Korea,36.0,128.0,14,1,false,true
Bae Jun-ho,South Korea,AFC,Midfielder,Stoke City,England,2003-08-21,Daegu,South Korea,35.87166666666667,128.60166666666666,13,2,false,true
Oh Hyeon-gyu,South Korea,AFC,Forward,Beşiktaş,Turkey,2001-04-12,Namyangju,South Korea,37.636666666667,127.21416666667,27,6,false,true
Lee Kang-in,South Korea,AFC,Midfielder,Paris Saint-Germain,France,2001-02-19,Incheon,South Korea,37.463888888889,126.64861111111,47,11,false,true
Yang Hyun-jun,South Korea,AFC,Midfielder,Celtic,Scotland,2002-05-25,Busan,South Korea,35.18,129.075,9,0,false,true
Jo Hyeon-woo,South Korea,AFC,Goalkeeper,Ulsan HD,South Korea,1991-09-25,Seoul,South Korea,37.56,126.99,48,0,false,true
Seol Young-woo,South Korea,AFC,Defender,Red Star Belgrade,Serbia,1998-12-05,Ulsan,South Korea,35.55,129.31666666667,34,0,false,true
Jens Castrop,South Korea,AFC,Defender,Borussia Mönchengladbach,Germany,2003-07-29,Düsseldorf,Germany,51.22555555555556,6.776666666666666,7,0,true,true
Kim Jin-gyu,South Korea,AFC,Midfielder,Jeonbuk Hyundai Motors,South Korea,1997-02-24,Pohang,South Korea,36.032222222222,129.365,22,3,false,true
Eom Ji-sung,South Korea,AFC,Midfielder,Swansea City,Wales,2002-05-09,Gimje,South Korea,35.801666666667,126.88888888889,9,2,false,true
Lee Dong-gyeong,South Korea,AFC,Midfielder,Ulsan HD,South Korea,1997-09-20,South Korea,South Korea,36.0,128.0,18,4,false,true
Nikola Vasilj,Bosnia and Herzegovina,UEFA,Goalkeeper,FC St. Pauli,Germany,1995-12-02,Mostar,Bosnia and Herzegovina,43.34361111111111,17.8075,26,0,false,true
Nihad Mujakić,Bosnia and Herzegovina,UEFA,Defender,Gaziantep,Turkey,1998-04-15,Sarajevo,Bosnia and Herzegovina,43.85638888888889,18.413055555555555,12,1,false,true
Dennis Hadžikadunić,Bosnia and Herzegovina,UEFA,Defender,Sampdoria,Italy,1998-07-09,Malmö,Sweden,55.583333333333336,13.0,32,0,true,true
Tarik Muharemović,Bosnia and Herzegovina,UEFA,Defender,Sassuolo,Italy,2003-02-28,Ljubljana,Slovenia,46.05138888888889,14.50611111111111,14,1,true,true
Sead Kolašinac,Bosnia and Herzegovina,UEFA,Defender,Atalanta,Italy,1993-06-20,Karlsruhe,Germany,49.016666666667,8.4,65,0,true,true
Benjamin Tahirović,Bosnia and Herzegovina,UEFA,Midfielder,Brøndby,Denmark,2003-03-03,Spånga-Tensta city district,Sweden,59.39416667,17.90111111,28,2,true,true
Amar Dedić,Bosnia and Herzegovina,UEFA,Defender,Benfica,Portugal,2002-08-18,Zell am See,Austria,47.323333333333,12.798055555556,28,1,true,true
Armin Gigović,Bosnia and Herzegovina,UEFA,Midfielder,Young Boys,Switzerland,2002-04-06,Lund,Sweden,55.708313018551,13.199164196669,20,1,true,true
Samed Baždar,Bosnia and Herzegovina,UEFA,Forward,Jagiellonia Białystok,Poland,2004-01-31,Novi Pazar,Serbia,43.15,20.516666666667,13,1,true,true
Ermedin Demirović,Bosnia and Herzegovina,UEFA,Forward,VfB Stuttgart,Germany,1998-03-25,Hamburg,Holy Roman Empire,53.55,10.0,40,4,true,true
Edin Džeko,Bosnia and Herzegovina,UEFA,Forward,Schalke 04,Germany,1986-03-17,Sarajevo,Bosnia and Herzegovina,43.85638888888889,18.413055555555555,148,73,false,true
Mladen Jurkas,Bosnia and Herzegovina,UEFA,Goalkeeper,Borac Banja Luka,Bosnia and Herzegovina,2007-10-07,Doboj,Bosnia and Herzegovina,44.733333333333,18.133333333333,0,0,false,true
Ivan Bašić,Bosnia and Herzegovina,UEFA,Midfielder,Astana,"",2002-04-30,Imotski,Croatia,43.45,17.216666666667,17,0,true,true
Ivan Šunjić,Bosnia and Herzegovina,UEFA,Midfielder,Pafos,Cyprus,1996-10-09,Zenica,Bosnia and Herzegovina,44.201666666667,17.903888888889,11,0,false,true
Amar Memić,Bosnia and Herzegovina,UEFA,Midfielder,Viktoria Plzeň,Czech Republic,2001-01-20,Sarajevo,Bosnia and Herzegovina,43.85638888888889,18.413055555555555,13,1,false,true
Amir Hadžiahmetović,Bosnia and Herzegovina,UEFA,Midfielder,Hull City,England,1997-03-08,Nexø,Denmark,55.0625,15.131944444444,36,0,true,true
Dženis Burnić,Bosnia and Herzegovina,UEFA,Midfielder,Karlsruher SC,Germany,1998-05-22,Hamm,Germany,51.68138888888889,7.819166666666667,20,0,true,true
Nikola Katić,Bosnia and Herzegovina,UEFA,Defender,Schalke 04,Germany,1996-10-10,Ljubuški,Bosnia and Herzegovina,43.198055555556,17.546666666667,17,2,false,true
Kerim Alajbegović,Bosnia and Herzegovina,UEFA,Forward,Red Bull Salzburg,Austria,2007-09-21,Cologne,Germany,50.942222222222,6.9577777777778,10,1,true,true
Esmir Bajraktarević,Bosnia and Herzegovina,UEFA,Forward,PSV Eindhoven,Netherlands,2005-03-10,Appleton,United States,44.282222222222,-88.418333333333,16,1,true,true
Stjepan Radeljić,Bosnia and Herzegovina,UEFA,Defender,Rijeka,Croatia,1997-09-05,Travnik,Bosnia and Herzegovina,44.22542187944831,17.666868517575132,5,0,false,true
Martin Zlomislić,Bosnia and Herzegovina,UEFA,Goalkeeper,Rijeka,Croatia,1998-08-16,Posušje,Bosnia and Herzegovina,43.472222222222,17.326666666667,3,0,false,true
Haris Tabaković,Bosnia and Herzegovina,UEFA,Forward,Borussia Mönchengladbach,Germany,1994-06-20,Grenchen,Switzerland,47.193055555556,7.3958333333333,10,4,true,true
Arjan Malić,Bosnia and Herzegovina,UEFA,Defender,Sturm Graz,Austria,2005-08-28,Jesenice,Slovenia,46.436572222222,14.060172222222,8,0,true,true
Jovo Lukić,Bosnia and Herzegovina,UEFA,Forward,Universitatea Cluj,Romania,1998-11-28,Banja Luka,Bosnia and Herzegovina,44.7725,17.1925,3,0,false,true
Ermin Mahmić,Bosnia and Herzegovina,UEFA,Midfielder,Slovan Liberec,Czech Republic,2005-03-14,Wels,Austria,48.15,14.016666666667,2,0,true,true
Dayne St. Clair,Canada,CONCACAF,Goalkeeper,Inter Miami CF,United States,1997-05-09,Pickering,Canada,43.906944444444,-79.130833333333,20,0,false,true
Alistair Johnston,Canada,CONCACAF,Defender,Celtic,Scotland,1998-10-08,Vancouver,Canada,49.26083333333333,-123.1138888888889,58,1,false,true
Alfie Jones,Canada,CONCACAF,Defender,Middlesbrough,England,1997-10-07,Bristol,United Kingdom,51.45361111111111,-2.5975,2,0,true,true
Luc de Fougerolles,Canada,CONCACAF,Defender,Dender EH,Belgium,2005-10-12,London,Roman Empire,51.507222222222,-0.1275,13,0,false,true
Joel Waterman,Canada,CONCACAF,Defender,Chicago Fire FC,United States,1996-01-24,Langley,Canada,49.104444,-122.582703,17,0,false,true
Mathieu Choinière,Canada,CONCACAF,Midfielder,Los Angeles FC,United States,1999-02-07,Saint-Alexandre,Canada,45.2333,-73.1167,23,0,false,true
Stephen Eustáquio,Canada,CONCACAF,Midfielder,Los Angeles FC,United States,1996-12-21,Leamington,Canada,42.052,-82.5999,56,4,false,true
Ismaël Koné,Canada,CONCACAF,Midfielder,Sassuolo,Italy,2002-06-16,Abidjan,Ivory Coast,5.3363888888889,-4.0266666666667,40,4,true,true
Cyle Larin,Canada,CONCACAF,Forward,Southampton,England,1995-04-17,Brampton,Canada,43.683333333333,-79.766666666667,90,30,false,true
Jonathan David,Canada,CONCACAF,Forward,Juventus,Italy,2000-01-14,Brooklyn,United States,40.65083333333333,-73.94972222222222,77,39,true,true
Liam Millar,Canada,CONCACAF,Midfielder,Hull City,England,1999-09-27,Toronto,Canada,43.670277777778,-79.386666666667,41,1,false,true
Tani Oluwaseyi,Canada,CONCACAF,Forward,Villarreal,Spain,2000-05-15,Abuja,Nigeria,9.0555555555556,7.4913888888889,24,2,true,true
Derek Cornelius,Canada,CONCACAF,Defender,Rangers,Scotland,1997-11-25,Ajax,Canada,43.858333333333,-79.036388888889,44,1,false,true
Jacob Shaffelburg,Canada,CONCACAF,Midfielder,Los Angeles FC,United States,1999-11-26,Port Williams,Canada,45.0978,-64.4094,31,6,false,true
Moïse Bombito,Canada,CONCACAF,Defender,Nice,France,2000-03-30,Montreal,Canada,45.5033426,-73.5868411,20,0,false,true
Maxime Crépeau,Canada,CONCACAF,Goalkeeper,Orlando City SC,United States,1994-05-11,Greenfield Park,Canada,45.4833,-73.45,32,0,false,true
Tajon Buchanan,Canada,CONCACAF,Forward,Villarreal,Spain,1999-02-08,Brampton,Canada,43.683333333333,-79.766666666667,60,8,false,true
Owen Goodman,Canada,CONCACAF,Goalkeeper,Barnsley,England,2003-11-27,Harold Wood,United Kingdom,51.592,0.2313,0,0,true,true
Alphonso Davies,Canada,CONCACAF,Defender,Bayern Munich,Germany,2000-11-02,Buduburam,Ghana,5.5333333333333,-0.46666666666667,58,15,true,true
Ali Ahmed,Canada,CONCACAF,Forward,Norwich City,England,2000-10-10,Toronto,Canada,43.670277777778,-79.386666666667,24,1,false,true
Jonathan Osorio,Canada,CONCACAF,Midfielder,Toronto FC,Canada,1992-06-12,Toronto,Canada,43.670277777778,-79.386666666667,90,10,false,true
Richie Laryea,Canada,CONCACAF,Defender,Toronto FC,Canada,1995-01-07,Toronto,Canada,43.670277777778,-79.386666666667,75,1,false,true
Niko Sigur,Canada,CONCACAF,Defender,Hajduk Split,Croatia,2003-09-09,Burnaby,Canada,49.25,-122.949167,19,2,false,true
Promise David,Canada,CONCACAF,Forward,Union Saint-Gilloise,Belgium,2001-07-03,Brampton,Canada,43.683333333333,-79.766666666667,10,3,false,true
Nathan Saliba,Canada,CONCACAF,Midfielder,Anderlecht,Belgium,2004-02-07,Longueuil,Canada,45.51408333333333,-73.43802777777778,15,2,false,true
Jayden Nelson,Canada,CONCACAF,Forward,Austin FC,United States,2002-09-26,Brampton,Canada,43.683333333333,-79.766666666667,14,3,false,true
Mahmud Abunada,Qatar,AFC,Goalkeeper,Al-Rayyan,Qatar,2000-02-05,Doha,Qatar,25.28611111111111,51.529444444444444,6,0,false,true
Pedro Miguel,Qatar,AFC,Defender,Al-Sadd,Qatar,1990-08-06,Algueirão - Mem Martins,Portugal,38.794113888889,-9.3451083333333,105,3,true,true
Lucas Mendes,Qatar,AFC,Defender,Al-Wakrah,Qatar,1990-07-03,Curitiba,Brazil,-25.429722222222,-49.271944444444,25,1,true,true
Issa Laye,Qatar,AFC,Defender,Al-Arabi,Qatar,1997-12-22,Senegal,Senegal,14.366667,-14.283333,4,0,true,true
Jassem Gaber,Qatar,AFC,Defender,Al-Rayyan,Qatar,2002-02-20,Doha,Qatar,25.28611111111111,51.529444444444444,32,1,false,true
Abdulaziz Hatem,Qatar,AFC,Midfielder,Al-Rayyan,Qatar,1990-01-01,Doha,Qatar,25.28611111111111,51.529444444444444,119,11,false,true
Ahmed Alaaeldin,Qatar,AFC,Forward,Al-Rayyan,Qatar,1993-01-31,Ismailia,Egypt,30.583333333333,32.266666666667,68,9,true,true
Edmilson Junior,Qatar,AFC,Forward,Al-Duhail,Qatar,1994-08-19,Liège,Belgium,50.639722222222225,5.570555555555556,16,0,true,true
Mohammed Muntari,Qatar,AFC,Forward,Al-Gharafa,Qatar,1993-12-20,Kumasi,Ghana,6.7,-1.625,67,16,true,true
Hassan Al-Haydos,Qatar,AFC,Forward,Al-Sadd,Qatar,1990-12-11,Doha,Qatar,25.28611111111111,51.529444444444444,186,41,false,true
Akram Afif,Qatar,AFC,Forward,Al-Sadd,Qatar,1996-11-18,Doha,Qatar,25.28611111111111,51.529444444444444,125,39,false,true
Karim Boudiaf,Qatar,AFC,Midfielder,Al-Duhail,Qatar,1990-09-16,Rueil-Malmaison,France,48.877777777778,2.1883333333333,118,5,true,true
Ayoub Al-Oui,Qatar,AFC,Defender,Al-Gharafa,Qatar,2005-03-11,Qatar,Qatar,25.269535,51.212767,6,0,false,true
Homam Ahmed,Qatar,AFC,Defender,Cultural Leonesa,Spain,1999-08-25,Doha,Qatar,25.28611111111111,51.529444444444444,68,3,false,true
Yusuf Abdurisag,Qatar,AFC,Forward,Al-Wakrah,Qatar,1999-08-06,Qatar,Qatar,25.269535,51.212767,39,3,false,true
Boualem Khoukhi,Qatar,AFC,Defender,Al-Sadd,Qatar,1990-07-09,Bou Ismaïl,Algeria,36.65,2.7,116,20,true,true
Ahmed Al-Ganehi,Qatar,AFC,Midfielder,Al-Gharafa,Qatar,2000-09-22,Doha,Qatar,25.28611111111111,51.529444444444444,13,1,false,true
Sultan Al-Brake,Qatar,AFC,Defender,Al-Duhail,Qatar,1996-04-07,Qatar,Qatar,25.269535,51.212767,17,0,false,true
Almoez Ali,Qatar,AFC,Forward,Al-Duhail,Qatar,1996-08-19,Khartoum,Sudan,15.60308,32.52654,115,55,true,true
Ahmed Fathy,Qatar,AFC,Midfielder,Al-Arabi,Qatar,1993-01-25,Doha,Qatar,25.28611111111111,51.529444444444444,48,0,false,true
